"Source","Target","Weight"
"Terbium","Germanium","2"
"Terbium","Grain boundary","19"
"Terbium","Group 3 element","2"
"Terbium","Hafnium","22"
"Terbium","Holmium","71"
"Terbium","Indium","16"
"Terbium","Inert gas","2"
"Terbium","Inorganic nonaqueous solvent","2"
"Terbium","Intermediate Region","2"
"Terbium","Ion exchange","2"
"Terbium","Lanthanum","33"
"Terbium","Liquid–liquid extraction","2"
"Terbium","Lithium","27"
"Terbium","Lutetium","44"
"Terbium","MOVE","2"
"Terbium","Magnesium","15"
"Terbium","Magnesium alloy","3"
"Terbium","Magnet","22"
"Terbium","Magnetic field","2"
"Terbium","Manganese","35"
"Terbium","Mass ratio","4"
"Terbium","Melting point","2"
"Terbium","Metal powder","7"
"Terbium","Mixed oxide","2"
"Terbium","Molecule","2"
"Terbium","Molybdenum","27"
"Terbium","Molybdenum trioxide","2"
"Terbium","Neodymium","77"
"Terbium","Niobium","54"
"Terbium","Organic acid","2"
"Terbium","Organic matter","5"
"Terbium","Osmium","2"
"Terbium","Oxide","2"
"Terbium","Oxygen","3"
"Terbium","Palladium","5"
"Terbium","Pascal (unit)","3"
"Terbium","Patent claim","2"
"Terbium","Permanent magnet motor","2"
"Terbium","Platinum","4"
"Terbium","Polonium","2"
"Terbium","Potassium","4"
"Terbium","Praseodymium","76"
"Terbium","Precious metal","2"
"Terbium","Preference","2"
"Terbium","Promethium","23"
"Terbium","Purified water","2"
"Terbium","Rare earth element","46"
"Terbium","Rare-earth magnet","19"
"Terbium","Remainder","2"
"Terbium","Respect","6"
"Terbium","Rhenium","4"
"Terbium","Rhodium","2"
"Terbium","Ruthenium","7"
"Terbium","Samarium","51"
"Terbium","Scandium","24"
"Terbium","Silicon carbide","2"
"Terbium","Silicon nitride","2"
"Terbium","Silicon oxide","2"
"Terbium","Silicone grease","2"
"Terbium","Sodium hydroxide","6"
"Terbium","Strontium","6"
"Terbium","Sulfur","2"
"Terbium","Tantalum","21"
"Terbium","Technetium","2"
"Terbium","Tellurium","4"
"Terbium oxide","Aluminium oxide","5"
"Terbium oxide","Cerium oxide","5"
"Terbium oxide","Cerium(IV) oxide","5"
"Terbium oxide","Cobalt oxide","4"
"Terbium oxide","Combination","4"
"Terbium oxide","Copper oxide","4"
"Terbium oxide","Dysprosium(III) oxide","7"
"Terbium oxide","Erbium(III) oxide","5"
"Terbium oxide","Europium(III) oxide","5"
"Terbium oxide","Gadolinium(III) oxide","5"
"Terbium oxide","Gold(III) oxide","4"
"Terbium oxide","Holmium(III) oxide","5"
"Terbium oxide","Indium(III) oxide","4"
"Terbium oxide","Iridium(IV) oxide","4"
"Terbium oxide","Iron oxide","4"
"Terbium oxide","Lanthanum oxide","4"
"Terbium oxide","Lutetium(III) oxide","5"
"Terbium oxide","M13 bacteriophage","2"
"Terbium oxide","Magnesium oxide","4"
"Terbium oxide","Manganese oxide","4"
"Terbium oxide","Mass ratio","2"
"Terbium oxide","Neodymium(III) oxide","6"
"Terbium oxide","Nickel oxide","4"
"Terbium oxide","Niobium oxide","4"
"Terbium oxide","Oxide","6"
"Terbium oxide","Palladium(II) oxide","4"
"Terbium oxide","Platinum","4"
"Terbium oxide","Praseodymium oxide","6"
"Terbium oxide","Respect","2"
"Terbium oxide","Rhodium oxide","4"
"Terbium oxide","Ruthenium oxide","4"
"Terbium oxide","Samarium(III) oxide","5"
"Terbium oxide","Scandium oxide","4"
"Terbium oxide","Silicon oxide","4"
"Terbium oxide","Silver oxide","4"
"Terephthalic acid","Acetaldehyde","3"
"Terephthalic acid","Acetic acid","9"
"Terephthalic acid","Atmospheric pressure","2"
"Terephthalic acid","Benzoic acid","4"
"Terephthalic acid","Bromide","5"
"Terephthalic acid","Cross-link","2"
"Terephthalic acid","Divinylbenzene","2"
"Terephthalic acid","Invention","4"
"Terephthalic acid","Isophthalic acid","6"
"Terephthalic acid","Manufacturing","5"
"Terephthalic acid","Metal","2"
"Term (time)","Blast furnace","10"
"Term (time)","Internal combustion engine","2"
"Term (time)","Invention","2"
"Term (time)","Large numbers","2"
"Term (time)","Micrometer","2"
"Term (time)","Particle size","2"
"Term (time)","Performance","2"
"Term (time)","Shapeshifting","2"
"Ternary compound","Chemical element","2"
"Ternary compound","Invention","3"
"Ternary compound","Ionic bonding","2"
"Ternary compound","Magnetic moment","2"
"Ternary compound","Solar cell","4"
"Terpene","Chemical polarity","2"
"Terpineol","Adipic acid","2"
"Terpineol","Conductive ink","2"
"Terpineol","Glycerol ester of wood rosin","3"
"Terpineol","Glycol ethers","2"
"Terpineol","Lauric acid","3"
"Terpineol","N-Methyl-2-pyrrolidone","2"
"Terpineol","Palmitic acid","3"
"Terpineol","Succinic acid","2"
"Terpineol","Tackifier","2"
"Tert-Butyl alcohol","Coolant","2"
"Test article","Heatsetting","2"
"Test article","Run-out","2"
"Test method","Alpha","2"
"Test method","Alpha value","2"
"Test method","Drug reference standard","2"
"Test method","Fatigue limit","2"
"Test method","Gas turbine","2"
"Test method","Helicopter rotor","2"
"Test method","Scale (ratio)","2"
"Test method","Steel","5"
"Test panel","Plate armour","2"
"Test panel","Room temperature","3"
"Test set","Aqua regia","2"
"Test set","Noble metal","2"
"Test tube","Coolant","2"
"Tetraethyl orthosilicate","Alkoxide","2"
"Tetraethyl orthosilicate","Mass ratio","2"
"Tetraethyl orthosilicate","Methacrylic acid","2"
"Tetraethyl orthosilicate","Methyl methacrylate","2"
"Tetraethyl orthosilicate","Private company limited by shares","2"
"Tetrahedrite","Altaite","2"
"Tetrahedrite","Antimony","2"
"Tetrahedrite","Argentopyrite","2"
"Tetrahedrite","Arsenic","2"
"Tetrahedrite","Pentlandite","2"
"Tetrahedrite","Precious metal","3"
"Tetrahedrite","Refractory","4"
"Tetrahedrite","Sodium hydroxide","2"
"Tetrahedrite","Sulfosalt minerals","2"
"Tetrahedrite","Tennantite","4"
"Tetrahydrate","Acetic acid","2"
"Tetrahydrate","Ammonium heptamolybdate","2"
"Tetrahydrate","Filter cake","2"
"Tetrahydrate","Hydrogen peroxide","2"
"Tetrahydrate","Nickel(II) hydroxide","2"
"Tetrahydrate","Precipitation (chemistry)","2"
"Tetrahydrate","Sodium hydroxide","2"
"Tetrahydrofuran","1-Propanol","2"
"Tetrahydrofuran","2-Methoxyethanol","2"
"Tetrahydrofuran","2-Pyrrolidone","2"
"Tetrahydrofuran","Aqueous solution","2"
"Tetrahydrofuran","Benzyl alcohol","2"
"Tetrahydrofuran","Coolant","2"
"Tetrahydrofuran","Diacetone alcohol","2"
"Tetrahydrofuran","Dimethoxyethane","2"
"Tetrahydrofuran","Dimethyl sulfoxide","3"
"Tetrahydrofuran","Ethylene glycol","2"
"Tetrahydrofuran","Heterocyclic compound","2"
"Tetrahydrofuran","Hexanol","2"
"Tetrahydrofuran","Isobutanol","2"
"Tetrahydrofuran","Isopropyl alcohol","2"
"Tetrahydrofuran","N-Butanol","2"
"Tetrahydrofuran","N-Methylformamide","2"
"Tetrahydrofuran","N-Vinylpyrrolidone","2"
"Tetrahydrofuran","Nitromethane","2"
"Tetrahydrofuran","Polyol","2"
"Tetrahydrofuran","Propylene glycol","2"
"Tetrahydroisoquinoline","Heterocyclic compound","2"
"Tetralin","Alkoxide","2"
"Tetralin","Benzene","2"
"Tetralin","Et cetera","2"
"Tetramethyl orthosilicate","Tetraethyl orthosilicate","2"
"Tetramethylammonium hydroxide","Aluminium alloy","2"
"Tetramethylammonium hydroxide","C-group","2"
"Tetramethylammonium hydroxide","Contact resistance","3"
"Tetramethylammonium hydroxide","Electrical resistivity and conductivity","2"
"Tetramethylammonium hydroxide","Reflectance","2"
"Tetrazole","Heterocyclic compound","2"
"Textile","Adsorption","2"
"Textile","Carbon nanotube","3"
"Textile","Solar cell","2"
"Textile industry","Battery (electricity)","2"
"Thallium","Alkali metal","2"
"Thallium","Alkaline earth metal","2"
"Thallium","Antimony","14"
"Thallium","Aqueous solution","4"
"Thallium","Arsenic","10"
"Thallium","Atomic number","2"
"Thallium","Barium","4"
"Thallium","Beryllium","5"
"Thallium","Bismuth","18"
"Thallium","Boron","8"
"Thallium","Cadmium","17"
"Thallium","Caesium","2"
"Thallium","Cerium","4"
"Thallium","Chelation","2"
"Thallium","Dysprosium","2"
"Thallium","Gadolinium","2"
"Thallium","Gallium","15"
"Thallium","Impurity","4"
"Thallium","Indium","20"
"Thallium","Lanthanide","2"
"Thallium","Lanthanum","4"
"Thallium","Liquid–liquid extraction","2"
"Thallium","Lithium","5"
"Thallium","Lutetium","3"
"Thallium","Magnesium","8"
"Thallium","Manganese","18"
"Thallium","Mercury (element)","2"
"Thallium","Molybdenum","17"
"Thallium","Neodymium","3"
"Thallium","Niobium","5"
"Thallium","Osmium","7"
"Thallium","Palladium","10"
"Thallium","Platinum","10"
"Thallium","Polonium","4"
"Thallium","Respect","2"
"Thallium","Rhenium","10"
"Thallium","Rhodium","5"
"Thallium","Room temperature","2"
"Thallium","Rubidium","2"
"Thallium","Ruthenium","7"
"Thallium","Samarium","4"
"Thallium","Scandium","7"
"Thallium","Selenium","12"
"Thallium","Steel","8"
"Thallium","Strontium","8"
"Thallium","Tantalum","8"
"Thallium","Technetium","4"
"Thallium","Tellurium","6"
"The","Acrylic resin","4"
"The","Alkali metal","2"
"The","Alkyl","2"
"The","Aluminium alloy","6"
"The","Automotive industry","2"
"The","Benzene","2"
"The","Boron trioxide","4"
"The","C/s","2"
"The","CPU time","2"
"The","Calcium oxide","2"
"The","Complex oxide","4"
"The","Covered wagon","2"
"The","Description","2"
"The","Electric arc furnace","12"
"The","Final Zone","2"
"The","Functional group","6"
"The","Hydraulic cylinder","4"
"The","Hydroxy group","2"
"The","Induction heating","2"
"The","Intermetallic","2"
"The","Invention","22"
"The","Iron powder","2"
"The","Labyrinth seal","2"
"The","Line segment","4"
"The","List of copper alloys","2"
"The","Magnesium","2"
"The","Manufacturing","2"
"The","Mass ratio","6"
"The","Melting","3"
"The","Metal powder","2"
"The","Methamphetamine","7"
"The","Micrometer","5"
"The","Mischmetal","10"
"The","Molybdenum","4"
"The","Normal (geometry)","3"
"The","Pascal (unit)","3"
"The","Pipe (fluid conveyance)","4"
"The","Precipitation (chemistry)","2"
"The","Prior art","3"
"The","Rare earth element","4"
"The","Raw material","4"
"The","Remainder","14"
"The","Respect","14"
"The","Room temperature","2"
"The","Semiconductor device","5"
"The","Side chain","4"
"The","Sodium oxide","4"
"The","Solar cell","8"
"The","Spark plug","8"
"The","Stainless steel","9"
"The","Steam accumulator","8"
"The","Steel","2"
"The","Steelmaking","13"
"The","Strategic Offensive Reductions Treaty","3"
"The","Stress–strain curve","3"
"The","Structural material","2"
"The","Superheated steam","11"
"The","Superheater","12"
"The Contact Zone (theoretical concept)","Halide","4"
"The Contact Zone (theoretical concept)","Invention","2"
"The David Susskind Show","Flight control surfaces","8"
"The David Susskind Show","Heat exchanger","2"
"The David Susskind Show","Resonator","3"
"The David Susskind Show","Stainless steel","2"
"The Final Separation","Raffinate","2"
"The Hitchhiker's Guide to the Galaxy Primary and Secondary Phases","Aspect ratio","2"
"The Hitchhiker's Guide to the Galaxy Primary and Secondary Phases","Austenite","2"
"The Hitchhiker's Guide to the Galaxy Primary and Secondary Phases","Bainite","10"
"The Hitchhiker's Guide to the Galaxy Primary and Secondary Phases","Bismuth","4"
"The Hitchhiker's Guide to the Galaxy Primary and Secondary Phases","Boron","4"
"The Hitchhiker's Guide to the Galaxy Primary and Secondary Phases","Boron suboxide","4"
"The Hitchhiker's Guide to the Galaxy Primary and Secondary Phases","Calculation","2"
"The Hitchhiker's Guide to the Galaxy Primary and Secondary Phases","Cathode ray","4"
"The Hitchhiker's Guide to the Galaxy Primary and Secondary Phases","Cementite","7"
"The Hitchhiker's Guide to the Galaxy Primary and Secondary Phases","Chemical composition","2"
"The Hitchhiker's Guide to the Galaxy Primary and Secondary Phases","Elastic modulus","3"
"The Hitchhiker's Guide to the Galaxy Primary and Secondary Phases","Fluid parcel","2"
"The Hitchhiker's Guide to the Galaxy Primary and Secondary Phases","Group 3 element","2"
"The Hitchhiker's Guide to the Galaxy Primary and Secondary Phases","Hafnium","4"
"The Hitchhiker's Guide to the Galaxy Primary and Secondary Phases","Invention","2"
"The Hitchhiker's Guide to the Galaxy Primary and Secondary Phases","List of industrial processes","3"
"The Hitchhiker's Guide to the Galaxy Primary and Secondary Phases","Magnesium","4"
"The Hitchhiker's Guide to the Galaxy Primary and Secondary Phases","Manganese","5"
"The Hitchhiker's Guide to the Galaxy Primary and Secondary Phases","Martensite","5"
"The Hitchhiker's Guide to the Galaxy Primary and Secondary Phases","Material derivative","4"
"The Hitchhiker's Guide to the Galaxy Primary and Secondary Phases","Medical device","3"
"The Hitchhiker's Guide to the Galaxy Primary and Secondary Phases","Melting point","9"
"The Hitchhiker's Guide to the Galaxy Primary and Secondary Phases","Metal–semiconductor junction","2"
"The Hitchhiker's Guide to the Galaxy Primary and Secondary Phases","Molybdenum","6"
"The Hitchhiker's Guide to the Galaxy Primary and Secondary Phases","Niobium","4"
"The Hitchhiker's Guide to the Galaxy Primary and Secondary Phases","Patent claim","4"
"The Hitchhiker's Guide to the Galaxy Primary and Secondary Phases","Pearlite","7"
"The Hitchhiker's Guide to the Galaxy Primary and Secondary Phases","Primary Phase","40"
"The Hitchhiker's Guide to the Galaxy Primary and Secondary Phases","Rare earth element","7"
"The Hitchhiker's Guide to the Galaxy Primary and Secondary Phases","Raw material","2"
"The Hitchhiker's Guide to the Galaxy Primary and Secondary Phases","Remainder","2"
"The Hitchhiker's Guide to the Galaxy Primary and Secondary Phases","Respect","6"
"The Hitchhiker's Guide to the Galaxy Primary and Secondary Phases","Selective laser melting","4"
"The Hitchhiker's Guide to the Galaxy Primary and Secondary Phases","Selective laser sintering","4"
"The Hitchhiker's Guide to the Galaxy Primary and Secondary Phases","Standard deviation","4"
"The Hitchhiker's Guide to the Galaxy Primary and Secondary Phases","Steel","2"
"The Hitchhiker's Guide to the Galaxy Primary and Secondary Phases","Sulfur","2"
"The Hitchhiker's Guide to the Galaxy Primary and Secondary Phases","Surface layer","6"
"The Hitchhiker's Guide to the Galaxy Tertiary to Quintessential Phases","Bainite","4"
"The Hitchhiker's Guide to the Galaxy Tertiary to Quintessential Phases","Cementite","4"
"The Hitchhiker's Guide to the Galaxy Tertiary to Quintessential Phases","Molybdenum","2"
"The Hitchhiker's Guide to the Galaxy Tertiary to Quintessential Phases","Pearlite","4"
"The Hitchhiker's Guide to the Galaxy Tertiary to Quintessential Phases","Primary Phase","7"
"The Hitchhiker's Guide to the Galaxy Tertiary to Quintessential Phases","Surface layer","4"
"The Hitchhiker's Guide to the Galaxy Tertiary to Quintessential Phases","The Hitchhiker's Guide to the Galaxy Primary and Secondary Phases","7"
"The Hot Band","Hot band","6"
"The Hot Band","Rolling (metalworking)","2"
"The Hot Band","Steelmaking","2"
"The Main Point","Combination","2"
"The Main Point","Cooling system","3"
"The Main Point","Et cetera","2"
"The Main Point","Industrial applicability","2"
"The Main Point","Invention","2"
"The Main Point","Shape","2"
"The New Criterion","Binary compound","2"
"The New Criterion","Intermetallic","2"
"The New Criterion","Melting point","2"
"The Shadow of Saganami","Crystallization","2"
"The Shadow of Saganami","Electrical energy","2"
"The Shadow of Saganami","Glass transition","3"
"The X Show","Bromine","2"
"The X Show","Carbon number","2"
"The X Show","Chemical formula","2"
"The X Show","Heteroatom","2"
"The X Show","Inorganic compound","2"
"The X Show","Iodine","2"
"The X Show","Repeat unit","2"
"The X Show","Silicone","2"
"The X Show","Sulfur","2"
"Therapy","Major trauma","3"
"Thermal analysis","Differential scanning calorimetry","2"
"Thermal analysis","Differential thermal analysis","2"
"Thermal analysis","Doctor of Science","2"
"Thermal analysis","Organic acid","2"
"Thermal barrier coating","Anpartsselskab","4"
"Thermal barrier coating","Brazing","4"
"Thermal barrier coating","Calcium oxide","3"
"Thermal barrier coating","Gadolinium","3"
"Thermal barrier coating","Lanthanum","3"
"Thermal barrier coating","Magnesium oxide","3"
"Thermal barrier coating","Physical vapor deposition","4"
"Thermal barrier coating","Rare earth element","4"
"Thermal barrier coating","Super Proton Synchrotron","3"
"Thermal bath","Molybdenum","4"
"Thermal bath","Respect","2"
"Thermal blanket","Control System","2"
"Thermal blanket","Enclosure","2"
"Thermal blanket","Induction coil","2"
"Thermal blanket","Inert gas","3"
"Thermal blanket","Power supply","2"
"Thermal conduction","Composite material","2"
"Thermal conduction","Glossary of musical terminology","2"
"Thermal conduction","Infrared","3"
"Thermal conduction","Respect","4"
"Thermal conductivity","002 - Early Stage","3"
"Thermal conductivity","Abrasion (mechanical)","11"
"Thermal conductivity","Abutment","2"
"Thermal conductivity","Active surface","2"
"Thermal conductivity","Addition","3"
"Thermal conductivity","Alloy","3"
"Thermal conductivity","Aluminium alloy","25"
"Thermal conductivity","Aluminium powder","2"
"Thermal conductivity","Antimony","3"
